timestamp,node_id,short_name,long_name,node_latitude,node_longitude,node_altitude,rssi,snr,hw_model,our_latitude,our_longitude,our_altitude
2025-10-24T13:22:49.948247,!433e3a5c,ASSM,BadAssam,42.3523,-71.0671,,,-13,HELTEC_V3,42.3895,-71.2027,82.0
2025-10-24T13:22:49.948292,!a2eb5300,JETw,juliatuttle work,,,,,-18,STATION_G2,42.3895,-71.2027,82.0
2025-10-24T13:22:49.948333,!9a65e5e0,e5e0,Meshtastic e5e0,,,,,6,RAK4631,42.3895,-71.2027,82.0
2025-10-24T13:23:03.359801,!ba6ca858,DDM,DDM T-Deck +,42.3887,-71.2245,55,,-14,T_DECK,42.3895,-71.2027,82.0
2025-10-24T13:23:03.359914,!d80df984,f984,Meshtastic f984,42.3887,-71.1721,53,,-17,SEEED_WIO_TRACKER_L1,42.3895,-71.2027,82.0
2025-10-24T13:23:03.359966,!433e3a5c,ASSM,BadAssam,42.3523,-71.0671,,,-13,HELTEC_V3,42.3895,-71.2027,82.0
2025-10-24T13:23:03.360010,!a2eb5300,JETw,juliatuttle work,,,,,-18,STATION_G2,42.3895,-71.2027,82.0
2025-10-24T13:23:03.360051,!9a65e5e0,e5e0,Meshtastic e5e0,,,,,6,RAK4631,42.3895,-71.2027,82.0
2025-10-24T13:23:16.596244,!ba6ca858,DDM,DDM T-Deck +,42.3887,-71.2245,55,,-14,T_DECK,42.3894,-71.2026,100.0
2025-10-24T13:23:16.596361,!d80df984,f984,Meshtastic f984,42.3887,-71.1721,53,,-17,SEEED_WIO_TRACKER_L1,42.3894,-71.2026,100.0
2025-10-24T13:23:16.596417,!433e3a5c,ASSM,BadAssam,42.3523,-71.0671,,,-13,HELTEC_V3,42.3894,-71.2026,100.0
2025-10-24T13:23:16.596465,!a2eb5300,JETw,juliatuttle work,,,,,-18,STATION_G2,42.3894,-71.2026,100.0
2025-10-24T13:23:16.596510,!9a65e5e0,e5e0,Meshtastic e5e0,,,,,6,RAK4631,42.3894,-71.2026,100.0
2025-10-24T13:23:29.765386,!ba6ca858,DDM,DDM T-Deck +,42.3887,-71.2245,55,,-14,T_DECK,42.3894,-71.2026,100.0
2025-10-24T13:23:29.765507,!d80df984,f984,Meshtastic f984,42.3887,-71.1721,53,,-17,SEEED_WIO_TRACKER_L1,42.3894,-71.2026,100.0
2025-10-24T13:23:29.765565,!433e3a5c,ASSM,BadAssam,42.3523,-71.0671,,,-13,HELTEC_V3,42.3894,-71.2026,100.0
2025-10-24T13:23:29.765632,!a2eb5300,JETw,juliatuttle work,,,,,-18,STATION_G2,42.3894,-71.2026,100.0
2025-10-24T13:23:29.765693,!9a65e5e0,e5e0,Meshtastic e5e0,,,,,6,RAK4631,42.3894,-71.2026,100.0
2025-10-24T13:23:42.992015,!ba6ca858,DDM,DDM T-Deck +,42.3887,-71.2245,55,,-14,T_DECK,42.3894,-71.2026,110.0
2025-10-24T13:23:42.992130,!d80df984,f984,Meshtastic f984,42.3887,-71.1721,53,,-17,SEEED_WIO_TRACKER_L1,42.3894,-71.2026,110.0
2025-10-24T13:23:42.992188,!433e3a5c,ASSM,BadAssam,42.3523,-71.0671,,,-13,HELTEC_V3,42.3894,-71.2026,110.0
2025-10-24T13:23:42.992237,!a2eb5300,JETw,juliatuttle work,,,,,-18,STATION_G2,42.3894,-71.2026,110.0
2025-10-24T13:23:42.992283,!9a65e5e0,e5e0,Meshtastic e5e0,,,,,6,RAK4631,42.3894,-71.2026,110.0
2025-10-24T13:23:56.306994,!ba6ca858,DDM,DDM T-Deck +,42.3887,-71.2245,55,,-14,T_DECK,42.3894,-71.2026,110.0
2025-10-24T13:23:56.307110,!d80df984,f984,Meshtastic f984,42.3887,-71.1721,53,,-17,SEEED_WIO_TRACKER_L1,42.3894,-71.2026,110.0
